_index,fecha,¿Cuántos años cumplidos tiene?,Cuál es su género?,Grupo étnico,Víctima del conflicto,RUV,Tipo de discapacidad,¿Cuenta con SISBEN?,¿Cuál es el parentesco suyo con el jefe o jefa del hogar en su vivienda?,¿Dónde queda ubicada su vivienda?,¿En qué barrio vive?,Escriba el nombre del barrio que NO se encuentra en la lista...180,¿En qué corregimiento o vereda reside?,¿En qué departamento queda ubicado el municipio?,Seleccione un municipio de: Bolívar...,Hora de Apertura del Comercio,Hora Cierre del Comercio,¿Cuántos trabajadores tiene?,¿Cuántos trabajadores extranjeros tiene?,"En su mayoría, ¿qué tipo de contrato tienen sus trabajadores?","En su mayoría, ¿los contratos de trabajo son a término indefinido o a término fijo?",¿Tiene registro ante la Cámara de Comercio?,¿Su registro ante la Cámara de Comercio está actualizado a 2021?,¿Cuál es la Actividad Económica Principal (Código CIIU) que aparece en su Cámara de Comercio?,¿Tiene registro ante la DIAN (RUT)?,"Otro, ¿cuál?...","Se dedica usted al comercio al por mayor, al comercio al por menor o ambos","En un día promedio, ¿cuánto invierte en mercancía?...",Tipo de producto/servicio,País,Municipio,Departamento,Eres_Cartagenero,motivo_de_cambio,Afiliación a EPS,Medio de transporte,Nivel de escolaridad,seguridad social sin salud,Manejo de basuras
1042,07/30/2021 12:00:00 AM,58,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Nuevo Bosque,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,17:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,400000.0,Bebidas,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,No afiliado,Mototaxi,Primaria completa,No afiliado,La pone en los colectores de basura o canecas
1043,07/30/2021 12:00:00 AM,44,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,150000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
1044,07/30/2021 12:00:00 AM,57,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Solo ofrezco servicios.,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
1045,07/30/2021 12:00:00 AM,57,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NS/NR,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Nelson Mandela,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,400000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Contributivo,Mototaxi,Básica completa,No afiliado,La pone en los colectores de basura o canecas
1046,07/28/2021 12:00:00 AM,62,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,EscallónVilla,NS/NR,Bolivar- santa Rosa,NS/NR,NS/NR,18:00:00.000-05:00,15:00:00.000-05:00,2,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Solo ofrezco servicios.,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",Trabajo,Subsidiado,Bus/Buseta intermunicipal,Primaria completa,No afiliado,La recoge el servicio de aseo
1047,07/28/2021 12:00:00 AM,59,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Fernando,NS/NR,NS/NR,NS/NR,NS/NR,02:00:00.000-05:00,12:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,1200000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
1048,07/30/2021 12:00:00 AM,33,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Quinta,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,06:00:00.000-05:00,0,0.0,NS/NR,Sin información,NS/NR,SI,NS/NR,NS/NR,"Venta de piñateria, variedad y tecnología y asesoría a comerciantes",Ambos,0.0,Artículos culturales y de entretenimiento,NS/NR,Medellín,Antioquia,"No, nací en otro municipio",NS/NR,Contributivo,Transcaribe,Universitario,Afiliado,La recoge el servicio de aseo
1049,07/30/2021 12:00:00 AM,65,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,Fuera de Cartagena. ¿Dónde?,Boston,NS/NR,NS/NR,Bolívar,Turbaná,05:00:00.000-05:00,15:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,8000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Viajo todos los días,Subsidiado,Taxi Colectivo,Bachiller,No afiliado,La recoge el servicio de aseo
1050,07/30/2021 12:00:00 AM,35,Femenino,Ninguno de los anteriores,1,SI,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,El Carmen,NS/NR,"Bolívar, turbaco",NS/NR,NS/NR,03:00:00.000-05:00,07:00:00.000-05:00,1,0.0,Verbal,Sin información,NS/NR,NO,NS/NR,NS/NR,"Venta de maza para preparar arepas, empanadas y pasabocas",Comercio al por menor,260000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Bachiller,No afiliado,La pone en los colectores de basura o canecas
1051,07/30/2021 12:00:00 AM,61,Femenino,Palenquero,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,06:00:00.000-05:00,1,1.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,180000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
1052,07/30/2021 12:00:00 AM,59,Femenino,Otro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,04:30:00.000-05:00,15:00:00.000-05:00,1,0.0,Verbal,Sin información,NS/NR,SI,NS/NR,NS/NR,Venta de plásticos y desechables y salsa mentiría,Comercio al por menor,300000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Universitario,Afiliado,La pone en los colectores de basura o canecas
1053,07/27/2021 12:00:00 AM,69,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Fernando,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,16:40:00.000-05:00,0,0.0,NS/NR,Sin información,NS/NR,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,250000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo
1054,07/28/2021 12:00:00 AM,55,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,20:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bicicleta,Bachiller,No afiliado,La recoge el servicio de aseo
1055,07/28/2021 12:00:00 AM,73,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona rural de Cartagena,La María,NS/NR,Arjona,NS/NR,NS/NR,05:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Carnes,NS/NR,NS/NR,Magdalena,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Primaria completa,Afiliado,La recoge el servicio de aseo
1056,07/27/2021 12:00:00 AM,35,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,03:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,1000000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Primaria completa,No afiliado,La recoge el servicio de aseo
1057,07/27/2021 12:00:00 AM,54,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,La Consolata,NS/NR,Bolívar,NS/NR,NS/NR,04:00:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,700000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,NS/NR,Afiliado,La recoge el servicio de aseo
1058,07/27/2021 12:00:00 AM,62,Femenino,Palenquero,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Quinta,NS/NR,NS/NR,NS/NR,NS/NR,05:30:00.000-05:00,14:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Ninguno de los anteriores,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,NS/NR,No afiliado,La recoge el servicio de aseo
1059,07/27/2021 12:00:00 AM,64,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,NS/NR,No afiliado,La recoge el servicio de aseo
1060,07/27/2021 12:00:00 AM,42,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Arroz Barato,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,16:00:00.000-05:00,2,2.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,1200000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Moto propia,Primaria completa,No afiliado,La recoge el servicio de aseo
1061,07/27/2021 12:00:00 AM,58,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,NS/NR,No afiliado,La recoge el servicio de aseo
1062,07/27/2021 12:00:00 AM,47,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,05:30:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo
1063,07/21/2021 12:00:00 AM,52,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,El Pozón,NS/NR,Turbaco,NS/NR,NS/NR,04:00:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,100000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Trabajo,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo
1064,07/21/2021 12:00:00 AM,49,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,12:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,600000.0,Productos agrícolas,NS/NR,NS/NR,Norte de Santander,"No, nací en otro municipio",NS/NR,Subsidiado,Mototaxi,Básica completa,Afiliado,La recoge el servicio de aseo
1065,07/16/2021 12:00:00 AM,56,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,02:00:00.000-05:00,13:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,500000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Bachiller,Afiliado,La recoge el servicio de aseo
1066,07/27/2021 12:00:00 AM,64,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Mototaxi,Primaria incompleta,Afiliado,La recoge el servicio de aseo
1067,07/21/2021 12:00:00 AM,56,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,El Pozón,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
1068,07/21/2021 12:00:00 AM,65,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,02:00:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,260000.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Mototaxi,Primaria incompleta,Afiliado,La recoge el servicio de aseo
1069,07/21/2021 12:00:00 AM,71,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,NS/NR,NS/NR,El paraiso,NS/NR,NS/NR,05:01:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,Trabajo,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo
1070,07/21/2021 12:00:00 AM,36,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,04:30:00.000-05:00,14:00:00.000-05:00,1,1.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,150000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo
1072,07/16/2021 12:00:00 AM,28,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,2,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,500000.0,Prendas de vestir y sus accesorios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Bachiller,Afiliado,La recoge el servicio de aseo
1073,07/16/2021 12:00:00 AM,39,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Fernando,NS/NR,NS/NR,NS/NR,NS/NR,09:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,Córdoba,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
1074,07/16/2021 12:00:00 AM,46,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Candelaria,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,450000.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Bachiller,No afiliado,La recoge el servicio de aseo
1075,07/16/2021 12:00:00 AM,46,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Candelaria,NS/NR,NS/NR,NS/NR,NS/NR,02:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,1000000.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La recoge el servicio de aseo
1086,07/30/2021 12:00:00 AM,60,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,El Pozón,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,18:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,650000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,NS/NR,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
1077,07/30/2021 12:00:00 AM,37,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Candelaria,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Espacio utilizado como comedor,Comercio al por menor,50000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Básica completa,No afiliado,La recoge el servicio de aseo
1078,07/30/2021 12:00:00 AM,47,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,16:30:00.000-05:00,2,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,No afiliado,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
1079,07/30/2021 12:00:00 AM,45,Masculino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,España,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,17:00:00.000-05:00,3,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,800000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Básica completa,Afiliado,La recoge el servicio de aseo
1081,07/30/2021 12:00:00 AM,36,Femenino,Raizal del archipiélago (lealo completo. Tiene a confundirse),0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,San Fernando,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Vendedor de productos naturista,Ambos,7000000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Córdoba,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,Bachiller,Afiliado,La recoge un servicio informal
1082,07/30/2021 12:00:00 AM,54,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,NS/NR,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,16:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,"Vitrinas de vidrio, Marcos de cuadros, espejos",Comercio al por menor,400000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Básica completa,Afiliado,La recoge el servicio de aseo
1083,07/30/2021 12:00:00 AM,29,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,17:00:00.000-05:00,1,0.0,Verbal,Sin información,NS/NR,SI,NS/NR,NS/NR,NS/NR,Comercio al por menor,300000.0,Artículos y utensilios de uso doméstico,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Universitario,No afiliado,La recoge el servicio de aseo
1084,07/30/2021 12:00:00 AM,59,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,03:00:00.000-05:00,18:00:00.000-05:00,5,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,700000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,NS/NR,Taxi Colectivo,Básica completa,No afiliado,La pone en los colectores de basura o canecas
1085,07/30/2021 12:00:00 AM,60,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,18:00:00.000-05:00,1,0.0,Verbal,Sin información,NS/NR,NO,NS/NR,NS/NR,NS/NR,No aplica (solo marcar si el lugar está cerrado),500000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Bachiller,Afiliado,La recoge el servicio de aseo
1088,07/30/2021 12:00:00 AM,38,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,República del Libano,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,16:00:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,200000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
1089,07/30/2021 12:00:00 AM,50,Masculino,Ninguno de los anteriores,1,SI,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Piedra de Bolívar,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Venta de monturas de lentes,Comercio al por menor,600000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Bachiller,Afiliado,La recoge el servicio de aseo
1090,07/28/2021 12:00:00 AM,61,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,02:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria completa,No afiliado,La recoge el servicio de aseo
1091,07/28/2021 12:00:00 AM,63,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,El Pozón,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria completa,No afiliado,La recoge el servicio de aseo
1092,07/28/2021 12:00:00 AM,42,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Daniel Lemaitre,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,400000.0,Bebidas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Universitario,No afiliado,La recoge el servicio de aseo
